,name,score,var
82,"Biological Science Teachers, Postsecondary",1.073975920677185,0.35438185930252075
83,Biological Technicians,0.7032676339149475,0.1747402548789978
84,Biologists,1.056463599205017,0.3387836217880249
85,Biomass Plant Technicians,0.46090540289878845,0.1154952272772789
86,Biomass Power Plant Managers,0.7680633664131165,0.18529072403907776
87,Biostatisticians,1.142569899559021,0.40719908475875854
88,Boilermakers,0.4101506471633911,0.10759692639112473
89,"Bookkeeping, Accounting, and Auditing Clerks",0.7593584656715393,0.20290903747081757
90,Brickmasons and Blockmasons,0.4930480420589447,0.1079821065068245
91,Bridge and Lock Tenders,0.4994167983531952,0.12160779535770416
92,Broadcast Announcers and Radio Disc Jockeys,0.7228391766548157,0.18718887865543365
93,Broadcast Technicians,0.5127174854278564,0.11547480523586273
94,Brokerage Clerks,0.8275235295295715,0.22890935838222504
95,Brownfield Redevelopment Specialists and Site Managers,1.0707117319107056,0.3360426127910614
96,Budget Analysts,0.9607721567153931,0.28489983081817627
97,"Bus Drivers, Transit and Intercity",0.40698981285095215,0.11169248819351196
98,Bus and Truck Mechanics and Diesel Engine Specialists,0.3554885685443878,0.10519807040691376
99,Business Continuity Planners,1.0263087749481201,0.31622594594955444
100,Business Intelligence Analysts,0.9693887829780579,0.2879840135574341
101,"Business Teachers, Postsecondary",1.0695526599884033,0.3564152121543884
102,Butchers and Meat Cutters,0.587429940700531,0.1370823085308075
103,"Buyers and Purchasing Agents, Farm Products",0.856481671333313,0.22579723596572876
104,Cabinetmakers and Bench Carpenters,0.4306332767009735,0.09957554936408997
105,"Camera Operators, Television, Video, and Film",0.543567419052124,0.12061179429292679
106,Camera and Photographic Equipment Repairers,0.4250165820121765,0.10110724717378616
107,"Captains, Mates, and Pilots of Water Vessels",0.5671214461326599,0.13000154495239258
108,Cardiovascular Technologists and Technicians,0.6336447596549988,0.14823336899280548
109,"Career/Technical Education Teachers, Middle School",0.9415141344070435,0.2703104615211487
110,"Career/Technical Education Teachers, Postsecondary",0.8026587963104248,0.20280170440673828
111,"Career/Technical Education Teachers, Secondary School",0.8620235323905945,0.2349681556224823
112,Cargo and Freight Agents,0.682861328125,0.1643122434616089
113,Carpenters,0.5343918800354004,0.11707090586423874
114,Carpet Installers,0.4838126599788666,0.10694833844900131
115,Cartographers and Photogrammetrists,0.8218538165092468,0.21685248613357544
116,Cashiers,0.6523962020874023,0.1644379049539566
117,Cement Masons and Concrete Finishers,0.4320160150527954,0.10223221778869629
118,Chefs and Head Cooks,0.8078013062477112,0.20053638517856598
119,Chemical Engineers,0.9909309148788452,0.29678478837013245
120,Chemical Equipment Operators and Tenders,0.4813244640827179,0.12012829631567001
121,Chemical Plant and System Operators,0.5434535145759583,0.13348858058452606
122,Chemical Technicians,0.6712454557418823,0.1636887937784195
123,"Chemistry Teachers, Postsecondary",1.0710678100585938,0.3448091745376587
124,Chemists,0.7843961715698242,0.20574773848056793
125,Chief Executives,1.267983317375183,0.46488118171691895
126,Chief Sustainability Officers,1.107446312904358,0.3642430007457733
127,"Child, Family, and School Social Workers",1.0018830299377441,0.3144022822380066
128,Childcare Workers,0.7570556402206421,0.20462678372859955
129,Chiropractors,0.9434733986854553,0.2728812098503113
130,Choreographers,1.0005532503128052,0.31802743673324585
131,Civil Engineering Technologists and Technicians,0.8606704473495483,0.22881312668323517
132,Civil Engineers,1.0625581741333008,0.3336327373981476
133,"Claims Adjusters, Examiners, and Investigators",0.9202284812927246,0.2629423439502716
134,Cleaners of Vehicles and Equipment,0.28542330861091614,0.090434730052948
135,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.4127635359764099,0.10647232085466385
136,Clergy,1.0993006229400635,0.3808700144290924
137,Climate Change Policy Analysts,1.114380955696106,0.38432204723358154
138,Clinical Data Managers,0.9505208134651184,0.27003365755081177
139,Clinical Nurse Specialists,1.0637301206588745,0.33641332387924194
140,Clinical Research Coordinators,1.0316554307937622,0.3228926360607147
141,Clinical and Counseling Psychologists,1.0666722059249878,0.36319294571876526
142,Coaches and Scouts,1.0754433870315552,0.3455002009868622
143,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.3446764051914215,0.1022346019744873
144,"Coil Winders, Tapers, and Finishers",0.42829740047454834,0.10689069330692291
145,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.34442585706710815,0.09712062031030655
146,Commercial Divers,0.49572938680648804,0.11961416900157928
147,Commercial Pilots,0.7496554255485535,0.19004273414611816
148,Commercial and Industrial Designers,0.8792337775230408,0.23109419643878937
149,"Communications Teachers, Postsecondary",1.091945767402649,0.3724629580974579
150,Community Health Workers,0.9145205616950989,0.27040600776672363
151,Compensation and Benefits Managers,1.077146053314209,0.35774657130241394
152,"Compensation, Benefits, and Job Analysis Specialists",1.056921362876892,0.34359824657440186
153,Compliance Managers,0.9748848676681519,0.29734092950820923
154,Compliance Officers,0.8197948336601257,0.21582072973251343
155,Computer Hardware Engineers,0.7967063784599304,0.20179392397403717
156,Computer Network Architects,0.7416300773620605,0.17017748951911926
157,Computer Network Support Specialists,0.5534812211990356,0.12231933325529099
158,Computer Numerically Controlled Tool Operators,0.47428199648857117,0.11177890747785568
159,Computer Numerically Controlled Tool Programmers,0.5866441130638123,0.1328783631324768
160,Computer Programmers,0.8695049285888672,0.23210033774375916
161,"Computer Science Teachers, Postsecondary",1.063396692276001,0.3401186466217041
162,Computer Systems Analysts,0.8530914783477783,0.21939465403556824
163,Computer Systems Engineers/Architects,0.9251648783683777,0.25928089022636414
164,Computer User Support Specialists,0.6360315084457397,0.13912175595760345
165,Computer and Information Research Scientists,1.000730037689209,0.2990744411945343
166,Computer and Information Systems Managers,0.9559802412986755,0.2637484073638916
167,"Computer, Automated Teller, and Office Machine Repairers",0.41774049401283264,0.10022639483213425
168,Concierges,0.7881727814674377,0.22352539002895355
169,Conservation Scientists,0.9125289916992188,0.25336143374443054
170,Construction Laborers,0.3630037307739258,0.09936065226793289
171,Construction Managers,1.0457501411437988,0.3193170130252838
172,Construction and Building Inspectors,0.8479423522949219,0.22297298908233643
173,Continuous Mining Machine Operators,0.3092443645000458,0.10042870789766312
174,"Control and Valve Installers and Repairers, Except Mechanical Door",0.38293731212615967,0.10106927901506424
175,Conveyor Operators and Tenders,0.4441750645637512,0.11042948067188263
176,"Cooks, Fast Food",0.5797244906425476,0.14197082817554474
177,"Cooks, Institution and Cafeteria",0.6630600690841675,0.15570546686649323
178,"Cooks, Private Household",0.7039094567298889,0.16576755046844482
179,"Cooks, Restaurant",0.6250730752944946,0.14371074736118317
180,"Cooks, Short Order",0.6548535227775574,0.15939253568649292
181,Cooling and Freezing Equipment Operators and Tenders,0.4291430413722992,0.1092536672949791
182,Coroners,0.9285341501235962,0.27142128348350525
183,Correctional Officers and Jailers,0.7499375343322754,0.19752050936222076
184,Correspondence Clerks,0.821979284286499,0.22968518733978271
185,Cost Estimators,1.0451782941818237,0.3312794268131256
186,Costume Attendants,0.6695226430892944,0.1642855405807495
187,Counter and Rental Clerks,0.6579220294952393,0.16273044049739838
188,Couriers and Messengers,0.5422006249427795,0.1273721605539322
189,Court Reporters and Simultaneous Captioners,0.49199748039245605,0.12350727617740631
190,"Court, Municipal, and License Clerks",0.7487344145774841,0.19783371686935425
191,Craft Artists,0.568727970123291,0.12338371574878693
192,Crane and Tower Operators,0.33622610569000244,0.10043177008628845
193,Credit Analysts,0.8786189556121826,0.24684962630271912
194,"Credit Authorizers, Checkers, and Clerks",0.818099856376648,0.2392069548368454
195,Credit Counselors,0.9306275844573975,0.28606757521629333
196,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.0518046617507935,0.3543473780155182
197,Critical Care Nurses,0.9292003512382507,0.2564852833747864
198,Crossing Guards and Flaggers,0.5343475937843323,0.13365642726421356
199,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.44761279225349426,0.1136276051402092
200,Curators,1.0128122568130493,0.30608370900154114
201,Customer Service Representatives,0.8224575519561768,0.23061604797840118
202,Customs Brokers,1.0004687309265137,0.3122093677520752
203,Customs and Border Protection Officers,0.8187084794044495,0.21862739324569702
204,"Cutters and Trimmers, Hand",0.516136646270752,0.12538139522075653
205,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.3457399606704712,0.09756562113761902
206,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.3582156300544739,0.1010359525680542
207,Cytogenetic Technologists,0.8101329803466797,0.20756439864635468
208,Cytotechnologists,0.6429581642150879,0.14957410097122192
209,Dancers,0.7175292372703552,0.20232880115509033
210,Data Entry Keyers,0.7294459342956543,0.18713366985321045
211,Data Warehousing Specialists,0.8415013551712036,0.21385538578033447
212,Database Administrators,0.8259077072143555,0.20430055260658264
213,Database Architects,0.871818482875824,0.22703514993190765
214,Demonstrators and Product Promoters,0.8088653087615967,0.21665607392787933
215,Dental Assistants,0.6286320686340332,0.14544247090816498
216,Dental Hygienists,0.6512820720672607,0.15463070571422577
217,Dental Laboratory Technicians,0.5306406021118164,0.12151497602462769
218,"Dentists, General",0.9265619516372681,0.24978208541870117
219,Dermatologists,1.0184839963912964,0.31806680560112
220,"Derrick Operators, Oil and Gas",0.3636244237422943,0.11236976832151413
221,Desktop Publishers,0.7622511386871338,0.18329723179340363
222,Detectives and Criminal Investigators,0.8521322011947632,0.22932475805282593
223,Diagnostic Medical Sonographers,0.661541759967804,0.1566593050956726
224,Dietetic Technicians,0.8063566088676453,0.20433835685253143
225,Dietitians and Nutritionists,1.160261631011963,0.4013327658176422
226,Dining Room and Cafeteria Attendants and Bartender Helpers,0.5815718173980713,0.1401444971561432
227,"Directors, Religious Activities and Education",1.0513023138046265,0.3387024402618408
228,Dishwashers,0.3497994840145111,0.09650039672851562
229,"Dispatchers, Except Police, Fire, and Ambulance",0.8509054183959961,0.23558886349201202
230,Document Management Specialists,0.907835066318512,0.2566607892513275
231,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.7982466220855713,0.22841757535934448
232,Dredge Operators,0.3890979588031769,0.10620100051164627
233,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.39589744806289673,0.10202794522047043
234,Driver/Sales Workers,0.5906986594200134,0.13950927555561066
235,Drywall and Ceiling Tile Installers,0.42128515243530273,0.09898689389228821
236,"Earth Drillers, Except Oil and Gas",0.32365429401397705,0.10188587754964828
237,"Economics Teachers, Postsecondary",1.0469220876693726,0.3419382572174072
238,Economists,1.0888599157333374,0.36655333638191223
239,Editors,0.939603865146637,0.2774457335472107
240,"Education Administrators, Kindergarten through Secondary",1.1843115091323853,0.41409653425216675
241,"Education Administrators, Postsecondary",1.097043514251709,0.36645543575286865
242,"Education Teachers, Postsecondary",1.0825557708740234,0.3638981580734253
243,"Education and Childcare Administrators, Preschool and Daycare",1.0320268869400024,0.32347288727760315
244,"Educational, Guidance, and Career Counselors and Advisors",1.0550037622451782,0.360813707113266
245,"Electric Motor, Power Tool, and Related Repairers",0.3882628083229065,0.10611332952976227
246,Electrical Engineers,0.884482741355896,0.23614190518856049
247,Electrical Power-Line Installers and Repairers,0.4387231469154358,0.10802316665649414
248,Electrical and Electronic Engineering Technologists and Technicians,0.5894896388053894,0.13327568769454956
249,Electrical and Electronic Equipment Assemblers,0.48326876759529114,0.11185284703969955
250,Electrical and Electronics Drafters,0.8065576553344727,0.2000373750925064
251,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.44971615076065063,0.10606890916824341
252,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.4795743525028229,0.1162106990814209
253,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.46798470616340637,0.11396227031946182
254,Electricians,0.4789517819881439,0.11091917753219604
255,Electro-Mechanical and Mechatronics Technologists and Technicians,0.45702064037323,0.11646200716495514
256,Electromechanical Equipment Assemblers,0.3691929280757904,0.09740316867828369
257,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.39966151118278503,0.09797630459070206
258,"Electronics Engineers, Except Computer",0.7807171940803528,0.19466255605220795
259,"Elementary School Teachers, Except Special Education",1.035318374633789,0.3383118808269501
260,Elevator and Escalator Installers and Repairers,0.3565257489681244,0.1064264178276062
261,"Eligibility Interviewers, Government Programs",0.8744708299636841,0.2623120844364166
262,Embalmers,0.7190984487533569,0.17373070120811462
263,Emergency Management Directors,1.0974982976913452,0.3504140079021454
264,Endoscopy Technicians,0.5059569478034973,0.12244736403226852
265,Energy Auditors,0.8099027276039124,0.2033291906118393
266,"Energy Engineers, Except Wind and Solar",1.0618776082992554,0.3402688503265381
267,Engine and Other Machine Assemblers,0.37408456206321716,0.0994674414396286
268,"Engineering Teachers, Postsecondary",1.0912126302719116,0.3637385964393616
269,"English Language and Literature Teachers, Postsecondary",1.0087556838989258,0.3262110650539398
270,Environmental Compliance Inspectors,0.900554895401001,0.24957311153411865
271,Environmental Economists,1.0788638591766357,0.3523966372013092
272,Environmental Engineering Technologists and Technicians,0.7776203155517578,0.19363288581371307
273,Environmental Engineers,1.0136821269989014,0.3045744001865387
274,Environmental Restoration Planners,0.9837639927864075,0.2854923605918884
275,"Environmental Science Teachers, Postsecondary",1.139359712600708,0.39996615052223206
276,"Environmental Science and Protection Technicians, Including Health",0.7317889332771301,0.17430198192596436
277,"Environmental Scientists and Specialists, Including Health",1.0314733982086182,0.3209405243396759
278,Epidemiologists,1.2080514430999756,0.44624385237693787
279,Equal Opportunity Representatives and Officers,0.9801608324050903,0.3023764491081238
280,Etchers and Engravers,0.42039668560028076,0.09899819642305374
281,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.3931010067462921,0.10022559016942978
282,Executive Secretaries and Executive Administrative Assistants,0.8961833715438843,0.26046624779701233
283,Exercise Physiologists,0.9494392275810242,0.2742626368999481
284,Exercise Trainers and Group Fitness Instructors,0.7254883646965027,0.18494370579719543
285,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.589429497718811,0.13636495172977448
286,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.38070473074913025,0.10153979063034058
287,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.3937678337097168,0.10510867089033127
288,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.34510156512260437,0.0994492843747139
289,Fabric and Apparel Patternmakers,0.6962161660194397,0.1581408530473709
290,Fallers,0.32007330656051636,0.09388314932584763
291,Family Medicine Physicians,1.0941396951675415,0.36406728625297546
292,"Family and Consumer Sciences Teachers, Postsecondary",1.0431102514266968,0.33798614144325256
293,Farm Equipment Mechanics and Service Technicians,0.34296324849128723,0.1024043932557106
294,Farm Labor Contractors,0.6993248462677002,0.17427842319011688
295,Farm and Home Management Educators,1.0475049018859863,0.3236037492752075
296,"Farmers, Ranchers, and Other Agricultural Managers",0.7852329611778259,0.1932290643453598
297,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.41538527607917786,0.09967237710952759
298,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.4389079809188843,0.1089431494474411
299,Fashion Designers,0.9602089524269104,0.2800176739692688
300,Fast Food and Counter Workers,0.5926520228385925,0.13988132774829865
301,Fence Erectors,0.44867727160453796,0.1053817942738533
302,Fiberglass Laminators and Fabricators,0.5605061054229736,0.1306292861700058
303,File Clerks,0.7023358941078186,0.17587915062904358
304,Film and Video Editors,0.7186204791069031,0.17304693162441254
305,Financial Examiners,1.0982104539871216,0.3631792664527893
306,Financial Managers,1.0206947326660156,0.31701743602752686
307,Financial Quantitative Analysts,0.9941059350967407,0.29769226908683777
308,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.6836036443710327,0.1593826711177826
309,Fire Inspectors and Investigators,0.8369667530059814,0.2173358052968979
310,Fire-Prevention and Protection Engineers,0.9629451632499695,0.28148627281188965
311,Firefighters,0.569048285484314,0.1299656629562378
312,First-Line Supervisors of Construction Trades and Extraction Workers,0.6966526508331299,0.16080453991889954
313,First-Line Supervisors of Correctional Officers,0.8924263715744019,0.25275319814682007
314,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.6795464754104614,0.1594439595937729
315,First-Line Supervisors of Firefighting and Prevention Workers,0.7389180064201355,0.17840376496315002
316,First-Line Supervisors of Food Preparation and Serving Workers,0.8585696816444397,0.23105035722255707
317,First-Line Supervisors of Gambling Services Workers,0.7667016386985779,0.19570359587669373
318,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.8792880773544312,0.23894453048706055
319,First-Line Supervisors of Housekeeping and Janitorial Workers,0.6827570199966431,0.16623914241790771
320,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.7148128151893616,0.16510127484798431
321,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.7963038086891174,0.1989084929227829
322,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.672565758228302,0.15272371470928192
323,First-Line Supervisors of Non-Retail Sales Workers,1.028584361076355,0.32364901900291443
324,First-Line Supervisors of Office and Administrative Support Workers,0.9872370958328247,0.29570889472961426
325,First-Line Supervisors of Personal Service Workers,0.8755192160606384,0.242754265666008
326,First-Line Supervisors of Police and Detectives,0.9916706085205078,0.29384228587150574
327,First-Line Supervisors of Production and Operating Workers,0.7176900506019592,0.16892042756080627
328,First-Line Supervisors of Retail Sales Workers,0.9402997493743896,0.27445101737976074
329,Fish and Game Wardens,0.7374700903892517,0.179810032248497
330,Fishing and Hunting Workers,0.38327714800834656,0.10292108356952667
331,Fitness and Wellness Coordinators,0.9323019981384277,0.2659940719604492
332,Flight Attendants,0.7256717681884766,0.18703199923038483
333,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.5699396729469299,0.1359201967716217
334,Floor Sanders and Finishers,0.3798368275165558,0.09885750710964203
335,Floral Designers,0.7732629179954529,0.19571439921855927
336,Food Batchmakers,0.5618215203285217,0.12829089164733887
337,Food Cooking Machine Operators and Tenders,0.5273615717887878,0.1217661052942276
338,Food Preparation Workers,0.5886150598526001,0.1401953399181366
339,Food Science Technicians,0.6703753471374512,0.16021084785461426
340,Food Scientists and Technologists,0.9425685405731201,0.2686390280723572
341,"Food Servers, Nonrestaurant",0.573296070098877,0.13317984342575073
342,Food Service Managers,0.8287665247917175,0.2127619981765747
343,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.47007617354393005,0.11262553930282593
344,"Foreign Language and Literature Teachers, Postsecondary",1.0293676853179932,0.3338204622268677
345,Forensic Science Technicians,0.7641879320144653,0.18946492671966553
346,Forest Fire Inspectors and Prevention Specialists,0.7043719291687012,0.16872170567512512
347,Forest and Conservation Technicians,0.6893528699874878,0.1595124900341034
348,Forest and Conservation Workers,0.5984280705451965,0.13545754551887512
349,Foresters,0.9573485851287842,0.2687630355358124
350,"Forestry and Conservation Science Teachers, Postsecondary",1.0875275135040283,0.3584108352661133
351,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.422914981842041,0.10458165407180786
352,Foundry Mold and Coremakers,0.3937789797782898,0.09839017689228058
353,"Fraud Examiners, Investigators and Analysts",0.9262514710426331,0.2759155035018921
354,Freight Forwarders,0.9531685709953308,0.28735998272895813
355,Fuel Cell Engineers,0.7869963049888611,0.20488429069519043
356,Fundraisers,1.002672553062439,0.31586429476737976
357,Funeral Attendants,0.5363556742668152,0.131046324968338
358,Funeral Home Managers,0.8620086312294006,0.2398947775363922
359,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.4354170262813568,0.10743492096662521
360,Furniture Finishers,0.491091787815094,0.11287349462509155
361,Gambling Cage Workers,0.6785898804664612,0.17358851432800293
362,Gambling Change Persons and Booth Cashiers,0.531852662563324,0.1251727193593979
363,Gambling Dealers,0.6836618781089783,0.18218886852264404
364,Gambling Managers,1.0280648469924927,0.32167425751686096
365,Gambling Surveillance Officers and Gambling Investigators,0.7437086701393127,0.19122318923473358
366,Gambling and Sports Book Writers and Runners,0.6669210195541382,0.16548100113868713
367,Gas Compressor and Gas Pumping Station Operators,0.3882724642753601,0.10904274135828018
368,Gas Plant Operators,0.49730244278907776,0.12087669223546982
369,Gem and Diamond Workers,0.5633116364479065,0.1209317073225975
370,General Internal Medicine Physicians,1.0621678829193115,0.33782047033309937
371,General and Operations Managers,1.0025691986083984,0.2978266179561615
372,Genetic Counselors,1.0204497575759888,0.33250707387924194
373,Geneticists,1.1086653470993042,0.3704290986061096
374,Geodetic Surveyors,0.8390836119651794,0.22230179607868195
375,Geographers,1.0991387367248535,0.3721591532230377
376,Geographic Information Systems Technologists and Technicians,0.9585404396057129,0.2797682583332062
377,"Geography Teachers, Postsecondary",1.1144394874572754,0.3835557699203491
378,"Geological Technicians, Except Hydrologic Technicians",0.6699572205543518,0.1589701622724533
379,"Geoscientists, Except Hydrologists and Geographers",1.02284574508667,0.3247169852256775
380,Geothermal Production Managers,0.8011645078659058,0.19650384783744812
381,Geothermal Technicians,0.4226672947406769,0.10915746539831161
382,"Glass Blowers, Molders, Benders, and Finishers",0.4582529366016388,0.10796445608139038
383,Glaziers,0.5066759586334229,0.11321710795164108
384,Government Property Inspectors and Investigators,0.8892071843147278,0.24362339079380035
385,"Graders and Sorters, Agricultural Products",0.5095599889755249,0.12292167544364929
386,Graphic Designers,0.8355303406715393,0.22291706502437592
387,"Grinding and Polishing Workers, Hand",0.3570312261581421,0.09505447000265121
388,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.36174121499061584,0.0997871533036232
389,"Hairdressers, Hairstylists, and Cosmetologists",0.7789545059204102,0.20169594883918762
390,Hazardous Materials Removal Workers,0.5065029859542847,0.11962827295064926
391,Health Education Specialists,1.0597599744796753,0.34384459257125854
392,Health Informatics Specialists,1.0055240392684937,0.2950790226459503
393,"Health Specialties Teachers, Postsecondary",1.0163081884384155,0.31444334983825684
394,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9087327122688293,0.25051721930503845
395,Healthcare Social Workers,1.027260184288025,0.3281237781047821
396,Hearing Aid Specialists,0.6862096190452576,0.16129477322101593
397,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.4053519666194916,0.10683070868253708
398,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.41995951533317566,0.10723202675580978
